"id","question_id","body","created_at","updated_at","created_by","updated_by","annotation","ip_address","approval_status_id","best_answer","needs_lawyer_id","is_spam","disclaimer","answer_medium_id","answer_quality","draft"
113792,84020,"I agree with the second answer.  Its well written, thoughtful and correct in my view.  Good luck.","2009-06-09 17:29:18","2012-04-24 01:13:22",79775,114425,"-Jeannie 6/11/09","96.250.173.81",3,0,NULL,0,NULL,1,1,0
114386,84457,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.     You should not be asking this kind of question over the internet. This site is a public forum. It is not confidential or privileged. Your question is a serious one. Clearly someone has an issue that calls for ciminal counsel. That person should consult with counsel. If he or she cannot afford one, there are agencies in your locality that can help.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue. Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 14:28:04","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114390,84458,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   . There are hardly sufficient details, however, for an attorney to provide you with some path to follow.   This internet site is  public forum, where the communications are not confidential or privilleged .    usually not much. Unless he had a contract, or was terminated for discriminatory reasons, the employer has much discretion here. If there is more to the story, he should sit down with a employement lawyer.   You should not be asking this kind of question over the internet. This site is a public forum. It is not confidential or privileged. Your question is a serious one. Clearly someone has an issue that calls for ciminal counsel. That person should consult with counsel. If he or she cannot afford one, there are agencies in your locality that can help.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue. Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 14:31:05","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114410,84446,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   I think that you have covered the ground here and the question is becomes comp[icated. Sure: why not both documents; and some help from a local real estate lawyer   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. . Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 15:17:01","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114425,84494,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   This internet site is  public forum, where the communications are not confidential or privilleged .     Your business question is calls for a techinical response. You are best advised that you should sit down with a lawyer in the intellectual property field for guidance. Yes, you can get hurt if you are not protected and the next thing you know your invention will be on late night TV being pitched on a infomational by somebody else.   You have a business in which you have invested considerable time, effort and funds. I personally do not think that a person in business should be seeking advise about his or her's own specific business issue through the internet. By the very nature of the communicaitons, it is not privileged and the lawyers who are responding cannot have a conversation in which the details of even a seemingly simple problem can be explored. Think of paying a lawyer as just another part of the costs of your busines; you pay for real estate; you pay vendors; you have a bookkeeping and an accountant. Lawyers are just another part of the investment costs of your business.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. . Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.   IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 15:37:33","2012-04-24 01:15:25",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,1,0
114431,84454,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   . There are hardly sufficient details, however, for an attorney to provide you with some path to follow. it is imperative taht the details of the facts be examined. No conclusion can be drase from the communicaiton that you have proviced.   This internet site is  public forum, where the communications are not confidential or privilleged .     There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. . Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.   IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 16:12:57","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114439,84521,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .   Your matter involves the welfare of children. These are not issues to be handled pro se, that is without an attorney. it is not only you personal interests that are involved, but, as you pointed out in your question the well being of your child.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. .Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-10 16:37:46","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114638,84715,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .   I woudl think that there is a claim here. You best step is to contact a real estate lawyer locally that has can also litigate a law suit.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue.Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 07:21:07","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114644,84717,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   . There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .   People are pretty much free to name themselves liberablly as long as they are not engaged in fraud or misrepesentation.  The X may need a court order in this case, I am not sure. She may be able to get one in her divorce proceedings. If you husband has good reason to object, he may wish to go to court but he will have an uphill battle.   Your matter involves the welfare of children. These are not issues to be handled pro se, that is without an attorney. it is not only you personal interests that are involved, but, as you pointed out in your question the well being of your child.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. .Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 07:26:15","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114657,84721,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .   It is entirely unclear what you are saying here. If are paid by the hour and  work 25 hours you are supposed to be paid for 25 hours. (there are overtime laws as well and regulattions about breaks etc. but you have not raised those issues.) Unless you have an agreement about paid vacation, it would not seem that you are entitled to any.   Your matter involves the welfare of children. These are not issues to be handled pro se, that is without an attorney. it is not only you personal interests that are involved, but, as you pointed out in your question the well being of your child.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue.Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 07:38:04","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114668,84724,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .   It is an interesting claim. Perhaps after she is done she can figure out the hours it tood and the cost and seek recovery in your local small claims court.   Your matter involves the welfare of children. These are not issues to be handled pro se, that is without an attorney. it is not only you personal interests that are involved, but, as you pointed out in your question the well being of your child.   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue.Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 07:45:16","2009-07-01 13:03:17",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
114751,84768,"cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .  .  Buildings are real estate; contents are generally personal property   There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge..Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 09:24:08","2012-04-24 01:16:30",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,1,0
114753,84770,"cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .  .  The best chances on appeal would be for a professional to review the record and write the papers.    There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. .Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 09:26:48","2012-04-24 01:16:30",35835,102,"-Jeannie 6/11/09","204.182.58.131",3,0,NULL,0,NULL,1,1,0
114894,84843,"cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.   There may very well be merit your situation. There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .    This internet site is  public forum, where the communications are not confidential or privilleged .  .  Your matter involves the welfare of children. These are not issues to be handled pro se, that is without an attorney. it is not only you personal interests that are involved, but, as you pointed out in your question the well being of your child.     There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue.Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.  IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-11 11:42:47","2012-04-24 01:17:00",35835,102,"-Jeannie 6/30/09","204.182.58.131",3,0,NULL,0,NULL,1,1,0
115563,83944,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.    . There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .   Right now it does not seem to be a problem. Since there is a child involved it is best to consult counsel.    This internet site is  public forum, where the communications are not confidential or privilleged .    There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. . Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.   IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-12 12:19:04","2010-04-05 19:17:05",35835,102,"-Jeannie 6/30/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
116260,85772,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly they comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.      There are hardly sufficient details, however, for an attorney to provide you with some path to follow.  It is imperativethat the details fo the facts be examinied. No concusion can be drawn from the communicaiotn that you have provided .     This internet site is  public forum, where the communications are not confidential or privilleged .  The first step is to read carefully the custody agreement and relevant court documents to setermine if there is a restrcition  Second, what has been the past practice  Third,if you still cannot determine how to proceed you you seek vlsrification from the court.         There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. You have a considerable amount at issue.Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time. If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.   IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-14 05:07:28","2009-07-01 13:03:17",35835,102,"-Jeannie 6/30/09","204.182.58.32",3,0,NULL,0,NULL,1,0,0
117015,86361,"what does your lawyer say?","2009-06-15 16:13:17","2010-04-05 18:36:33",35835,102,"-Jeannie 6/30/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
117047,86191,"Florida Real property must be transferred into the Revocable Trust via a deed that complies with Florida law. Deeds must be witnessed in the presence of two witnesses and acknowledged before a notary. It is recommended that you retain a Licensed Florida attorney to handle the transfer to ensure that the CA trust contains the necessary Trustee Powers. After the deed is executed, it is recorded in the public record. This will ensure that the property can be administered through the CA trust. If you would like additional advice, please see our website.","2009-06-15 16:49:45","2009-07-10 16:08:46",31391,31391,"-Jeannie 7/10/09","72.77.242.130",3,0,NULL,0,NULL,1,0,0
117558,86875,"I cannot give legal advise over the internet nor can I establish an attorney client relationship with you. You should not assume or otherwise conclude that there is an attorney -client relationship between any reader and this writer or his firm. These comments are only guideposts. They are not subject ot any privilege protections. Indeed, these internet communication are neither privileged nor confidential. Accordingly, those using this form of communication need to be guarded in what they write. I am not licenensed to practice law in your state. Because of the nature of these communications the information is general only and should not be relied upon in any speicific case. The law changes frequently and from jurisdition to jurisdiction. Accordingly these comments cannot be relied upon as the law and the facts may differ from those with which the reader of this communication may be dealing with.     This internet site is public forum, where the communications are not confidential or privilleged . You are involved in a potential criminal matter. You should stay off the internet      There are some matters that are just better handled by an attorney familiar with the procedures of the courts and how to present legal arguments to a judge. . Most legal matters should not be handled via internet communication. At best the responders can give you a few hints and guidance. To deal with a legal problem nothing is better than a sit down with a lawyer who will give you some time.If you cannot afford an attorney, there should be agencies in your locality that can provide discounted or even free legal services. Your local Bar Association should be able to provide you with a list.   IRS Circular 230 disclosure: To ensure compliance with requirements imposed by the IRS, we inform you that any U.S. federal tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (1) avoiding penalties under the Internal Revenue Code or (2) promoting, marketing, or recommending to another party any transaction or matter addressed herein.","2009-06-16 16:21:57","2009-07-01 13:03:17",35835,102,"-Jeannie 6/17/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
117696,86956,"I agree with the previous answer.","2009-06-16 21:08:13","2009-06-17 13:29:27",14863,14863,"-Jeannie 6/17/09","76.250.71.201",3,0,NULL,0,NULL,1,0,0
117994,85815,"Regretably you may have rights...but they need to be enforced...and those efforts mean going to court.","2009-06-17 12:19:17","2009-07-01 13:03:17",35835,102,"-Jeannie 6/30/09","204.182.58.131",3,0,NULL,0,NULL,1,0,0
